Name	Brewery	Style	ABV	IBU	Location	Brewery_Website	Out_of_Production
Brigade Bier 2022	't Verzet	Saison	7.0	40.0	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Caravan Sultan	't Verzet	Low-Alcohol Beer	1.5	40.0	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Foederbier Dee Dee Ramone	't Verzet	Sour	7.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Hijsen	't Verzet	Pale ale	6.0	50.0	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Mira Tripel-Hop	't Verzet	Blond	6.5	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Mash of the Titans Jamaican Rum Barrel Aged	't Verzet	Barleywine	10.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Naked Kameradski	't Verzet	Stout	15.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Oaky Moaky Whiskey Stout Ardbeg / Ardmore	't Verzet	Sour	7.5	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Oaky Moaky Oud Bruin	't Verzet	Sour	7.5	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Oud Bruin Double Wood	't Verzet	Sour	6.9	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Oud Bruin Infusion: Grapes	't Verzet	Oud bruin	6.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	No longer in production
Oud Bruin Peach	't Verzet	Sour	6.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Oud Bruin Walnut	't Verzet	Sour	6.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Oud Bruin Brugs Beertje Edition	't Verzet	Sour	6.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Södvik Seizoen	't Verzet	Saison	6.6	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Spunky Speedo	't Verzet	Pale ale	6.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
This Pony	't Verzet	Witbier	4.5	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Riot	't Verzet	Grisette	6.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Walskerke	't Verzet	Blond	6.0	N/A	Anzegem	https://www.brouwersverzet.be/nl/	N/A
Sapine	Micro-brasserie Choulotte	Gruut	8.5	N/A	Trazegnies	https://choulotte.be/	N/A
Bethy	Micro-brasserie Choulotte	Saison	6.0	N/A	Trazegnies	https://choulotte.be/	N/A
Bière de Noël	Micro-brasserie Choulotte	Donker	7.7	N/A	Trazegnies	https://choulotte.be/	N/A
Connemara Spirit	Micro-brasserie Choulotte	Porter	7.7	N/A	Trazegnies	https://choulotte.be/	N/A
Cuvée Louise	Micro-brasserie Choulotte	Donker	6.0	N/A	Trazegnies	https://choulotte.be/	N/A
Les Botaniques Vol 1	Micro-brasserie Choulotte	Saison	6.7	N/A	Trazegnies	https://choulotte.be/	N/A
Les Botaniques Vol 2	Micro-brasserie Choulotte	Sour	7.2	N/A	Trazegnies	https://choulotte.be/	N/A
Les Botaniques Vol 3	Micro-brasserie Choulotte	Saison	7.0	N/A	Trazegnies	https://choulotte.be/	N/A
Mina	Micro-brasserie Choulotte	Blond	6.6	N/A	Trazegnies	https://choulotte.be/	N/A
Neiva Saison d'Hiver	Micro-brasserie Choulotte	Saison	5.5	N/A	Trazegnies	https://choulotte.be/	N/A
Pepper Rain	Micro-brasserie Choulotte	Spiced / Herbed Beer	1.0	N/A	Trazegnies	https://choulotte.be/	N/A
Barrel Aged Oatwine	Totem	Barleywine	10.3	N/A	Evergem	http://totembeer.com/	N/A
Saison the Vert	Fantome	Saison	8.0	N/A	Soy	http://www.fantome.be	N/A
Saipa	Beerbird	Blond	6.0	N/A	Erpe-Mere	https://www.beerbird.be	N/A
Black Angus	Angus Bier	Dubbel	7.0	N/A	Maasmechelen	http://www.angusbier.be/	N/A
Angus Oaked Tripel	Angus Bier	Tripel	7.0	18.0	Maasmechelen	http://www.angusbier.be/	N/A
Agnesken Tripel	De Graal	Tripel	8.5	N/A	Brakel	https://degraal.be/	N/A
Big Daddy	De Graal	Pale ale	6.3	N/A	Brakel	https://degraal.be/	N/A
Blondine	De Graal	Blond	7.0	N/A	Brakel	https://degraal.be/	N/A
Brunette	De Graal	Donker	8.0	N/A	Brakel	https://degraal.be/	N/A
Collie On Alcohol	De Graal	Blond	6.9	N/A	Brakel	https://degraal.be/	N/A
De Hot	De Graal	Tripel	8.0	N/A	Brakel	https://degraal.be/	N/A
Zwarten Engel	De Graal	Blond	6.8	N/A	Brakel	https://degraal.be/	N/A
Emanuel Hiel	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	N/A
Ever Blond Bier	De Graal	Blond	8.0	N/A	Brakel	https://degraal.be/	N/A
Feniks'ke	De Graal	Pale ale	6.8	N/A	Brakel	https://degraal.be/	N/A
FireForce	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	N/A
Flandresse	De Graal	Tripel	8.0	N/A	Brakel	https://degraal.be/	N/A
Fonske	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	N/A
Freddy	De Graal	Blond	7.5	N/A	Brakel	https://degraal.be/	N/A
Goblin Pub 21st Anniversary	De Graal	Strong Dark Ale	9.0	N/A	Brakel	https://degraal.be/	N/A
Guka Blond	De Graal	Blond	6.0	N/A	Brakel	https://degraal.be/	N/A
Hanske	De Graal	Blond	6.8	N/A	Brakel	https://degraal.be/	N/A
Hartendief	De Graal	Blond	6.8	N/A	Brakel	https://degraal.be/	N/A
Hippo Krieck	De Graal	Kriek	6.5	N/A	Brakel	https://degraal.be/	N/A
Huisbier	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	N/A
Jobeekbosbier	De Graal	Blond	6.8	N/A	Brakel	https://degraal.be/	N/A
Johido	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	N/A
Katinka	De Graal	Blond	7.0	N/A	Brakel	https://degraal.be/	N/A
Kerstbal (Huyze Vacas)	De Graal	Strong Dark Ale	9.0	N/A	Brakel	https://degraal.be/	N/A
Kevin Shoes Avelgem-Gavere-Waregem	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	N/A
Koetepoepe	De Graal	Blond	6.9	N/A	Brakel	https://degraal.be/	N/A
KS Special Blond	De Graal	IPA	6.5	34.0	Brakel	https://degraal.be/	N/A
Loslopend Wild	De Graal	Blond	6.0	N/A	Brakel	https://degraal.be/	N/A
Ne Gouwe Blauwe	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	N/A
Number One	De Graal	Pale ale	7.0	N/A	Brakel	https://degraal.be/	N/A
Number Two	De Graal	Blond	6.2	N/A	Brakel	https://degraal.be/	N/A
Blanche de Cortryck	The Brew Society	Witbier	4.8	N/A	Heule	https://www.thebrewsociety.be/	N/A
Blonde de Goyet	De Poes	Tripel	8.0	N/A	Tielt	http://www.brouwerijdepoes.be/	N/A
Fris Aan De Start - In De Roze Trui	Buurtbrouwerij de Coureur	Sour	3.3	16.0	Kessel-Lo (Leuven)	https://brouwerijdecoureur.be	N/A
Oude Geuze Villa Servais	Boon	Gueuze	7.0	N/A	Lembeek	https://www.boon.be/	N/A
Geueze Tourbée	Cantillon	Gueuze	N/A	N/A	Brussel	http://www.cantillon.be	N/A
Cuvée Prestige Rhum	Lardinois	Stout	10.3	N/A	Villers-l'Evêque	N/A	N/A
Cuvée Prestige Whisky	Lardinois	Stout	10.5	N/A	Villers-l'Evêque	N/A	N/A
Lar Lager	Lardinois	Lager	5.5	N/A	Villers-l'Evêque	N/A	N/A
Lardark Noël	Lardinois	Donker	8.2	N/A	Villers-l'Evêque	N/A	N/A
Lardinoise Ipa	Lardinois	IPA	7.5	N/A	Villers-l'Evêque	N/A	N/A
Larweiss	Lardinois	Witbier	5.0	N/A	Villers-l'Evêque	N/A	N/A
Villersoise Primeur	Lardinois	IPA	6.5	N/A	Villers-l'Evêque	N/A	N/A
Diepe Deemster	Pure Range Beers	Stout	42.0	N/A	Borgerhout	N/A	N/A
Frambush	Dubuisson	Fruitbier	8.5	N/A	Pipaix-Leuze	https://www.dubuisson.com/	N/A
Gustante	du Flo	Witbier	5.5	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Flo Saint-Antoine	du Flo	Donker	8.5	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Triple Hop Edition Spéciale Simcoe	du Flo	IPA	6.5	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Pikpah	du Flo	fruitbier	7.0	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Pikplu	du Flo	Fruitbier	7.0	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
L'Apicole Triple	du Flo	Tripel	8.5	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Blehen	du Flo	Saison	4.5	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Flo Au Jasmin	du Flo	Blond	6.5	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Flo Triple Hop	du Flo	OPA	6.5	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
La Bàrathisnes	du Flo	Blond	6.0	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Le Jardin des Templiers Cuvée Hibou	du Flo	Blond	7.5	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Noël Du Flo	du Flo	nbekend - Unknown - Inconnu	8.0	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Petite Marie	du Flo	Amber	6.0	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	N/A
Keizer Kamiel Quadrupel	Keizer Kamiel	Quadrupel	10.0	30.0	Hofstade	https://www.keizerkamiel.com	N/A
Keizer Kamiel Tripel	Keizer Kamiel	Tripel	8.5	25.0	Hofstade	https://www.keizerkamiel.com	N/A
Opstals Mieken	De Graal	Strong Golden Ale	8.5	N/A	Brakel	https://degraal.be/	N/A
Pius X Herfst	De Graal	Special belge	7.0	N/A	Brakel	https://degraal.be/	N/A
Pius X Tripel	De Graal	Tripel	10.7	N/A	Brakel	https://degraal.be/	N/A
Pius X Zomer	De Graal	IPA	6.5	N/A	Brakel	https://degraal.be/	N/A
Roger	De Graal	Blond	6.0	N/A	Brakel	https://degraal.be/	N/A
Royale de Melsbroeck	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	N/A
Scout	De Graal	Tripel	8.5	N/A	Brakel	https://degraal.be/	N/A
Smadderke	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	N/A
Snorreke Tripel	De Graal	Tripel	7.0	N/A	Brakel	https://degraal.be/	N/A
Tirse	De Graal	Blond	6.3	N/A	Brakel	https://degraal.be/	N/A
Trenteke	De Graal	Ginger Beer	8.0	N/A	Brakel	https://degraal.be/	N/A
Tuitelaarke	De Graal	Blond	6.3	N/A	Brakel	https://degraal.be/	N/A
Uitdrinken	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	N/A
Velddreefke	De Graal	Blond	6.5	20.0	Brakel	https://degraal.be/	N/A
Wakko	De Graal	blond	7.0	N/A	Brakel	https://degraal.be/	N/A
Willemsch	De Graal	Blond	7.0	N/A	Brakel	https://degraal.be/	N/A
WP	De Graal	Blond	6.0	N/A	Brakel	https://degraal.be/	N/A
Wringer Tripel	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	N/A
Zwawi	De Graal	Blond	6.0	N/A	Brakel	https://degraal.be/	N/A
Alhahujaro	Perron	Dubbel	9.0	22.0	Lanaken	http://www.perronbieren.be/	N/A
American Hops Blond	Perron	Blond	6.5	30.0	Lanaken	http://www.perronbieren.be/	N/A
Mosasaurus	Perron	Blond	6.5	N/A	Lanaken	http://www.perronbieren.be/	N/A
Komeet	Perron	Donker	8.1	40.0	Lanaken	http://www.perronbieren.be/	N/A
Joegel Viefenvieftig	Perron	Tripel	8.5	28.0	Lanaken	http://www.perronbieren.be/	N/A
Veerse Tripel	Perron	Tripel	8.5	28.0	Lanaken	http://www.perronbieren.be/	N/A
Veers Duuster	Perron	Quadrupel	8.4	25.0	Lanaken	http://www.perronbieren.be/	N/A
Bumper	Perron	Saison	6.4	N/A	Lanaken	http://www.perronbieren.be/	N/A
Apollo	Perron	Blond Zwickelbier	5.0	N/A	Lanaken	http://www.perronbieren.be/	N/A
Barley-Davidson	Perron	Barleywine	8.7	N/A	Lanaken	http://www.perronbieren.be/	N/A
D.I.S.C.O.	Perron	Saison	0.6	27.0	Lanaken	http://www.perronbieren.be/	N/A
Gellik Tripel	Perron	Tripel	9.3	N/A	Lanaken	http://www.perronbieren.be/	N/A
Hop and Trendy	Perron	Rye Beer	6.0	N/A	Lanaken	http://www.perronbieren.be/	N/A
Hull Melon Saison	Perron	Saison	6.4	33.0	Lanaken	http://www.perronbieren.be/	N/A
Limburgs Bruin	Perron	Flanders Oud Bruin	6.5	9.0	Lanaken	http://www.perronbieren.be/	N/A
Lentebok	Perron	Bock	6.5	24.0	Lanaken	http://www.perronbieren.be/	N/A
Perron Donker	Perron	Donker	8.3	22.0	Lanaken	http://www.perronbieren.be/	N/A
Rye Pale Ale	Perron	Rye Pale Ale	6.4	N/A	Lanaken	http://www.perronbieren.be/	N/A
Southern Passion	Perron	Saison	6.6	28.0	Lanaken	http://www.perronbieren.be/	N/A
Summer	Perron	Bock	5.3	N/A	Lanaken	http://www.perronbieren.be/	N/A
Two Cents Rye IPA	Perron	IPA	6.4	35.0	Lanaken	http://www.perronbieren.be/	N/A
Verse Hop Donker	Perron	Barleywine	9.0	N/A	Lanaken	http://www.perronbieren.be/	N/A
Zomerbock	Perron	Bock	5.8	N/A	Lanaken	http://www.perronbieren.be/	N/A
Zwarte Lente	Perron	IPA	6.5	N/A	Lanaken	http://www.perronbieren.be/	N/A
Furna Kupe	De Struise Brouwers	Strong Dark Ale	8.0	N/A	De Panne	https://struise.com/about/	N/A
Groene Michelle	Vleesmeester Brewery	Porter	9.0	N/A	Boechout	http://www.vleesmeesterbrewery.be/	N/A
Hellhole Beer	4Pajot Microbrouwerij	Brett Beer	7.4	N/A	Lembeek	http://www.4pajot.be/	N/A
Hiemis Calix	Abdij van Grimbergen	Donker	7.8	22.0	Grimbergen	https://www.grimbergen.com/	N/A
Astrum Pale Ale	Abdij van Grimbergen	Pale ale	6.0	N/A	Grimbergen	https://www.grimbergen.com/	N/A
Ignis Quadruple	Abdij van Grimbergen	Quadrupel	10.0	N/A	Grimbergen	https://www.grimbergen.com/	N/A
Magnum Opus Brut Beer	Abdij van Grimbergen	Bière de Champagne	8.0	N/A	Grimbergen	https://www.grimbergen.com/	N/A
Principes Inter Pares	Abdij van Grimbergen	Flanders Oud Bruin	8.8	N/A	Grimbergen	https://www.grimbergen.com/	N/A
Grimbergen Triple Hops	Alken-Maes	IPA	7.5	N/A	Alken	https://www.alken-maes.be/	N/A
Ik Sidney In Kaapstad	Dok Brewing Company	IPA	8.0	62.0	Gent	https://www.dokbrewingcompany.be	N/A
Ima	Atrium	Stout	7.0	50.0	Marche-en-Famenne	https://www.brasserieatrium.be/	N/A
In'fused	Atrium	Quadrupel	11.0	43.0	Marche-en-Famenne	https://www.brasserieatrium.be/	N/A
Kasseivreter	Buurtbrouwerij de Coureur	Blond	6.1	30.0	Kessel-Lo (Leuven)	https://brouwerijdecoureur.be	N/A
Yuzon - Special Mission	Atrium	Saison	7.0	N/A	Marche-en-Famenne	https://www.brasserieatrium.be/	N/A
Jabbekenoare	Fort Lapin	Strong Golden Ale	8.0	N/A	Brugge	https://fortlapin.com/	N/A
Juicy and Wild Rhub-Elle	Lambiek Fabriek	Lambiek	5.0	N/A	Ruisbroek	http://lambiekfabriek.be/	N/A
La Farciennoise	La Manufacture Urbaine	Blond	5.5	N/A	Charleroi	https://www.manufacture-urbaine.com/be/latable/	N/A
Le Cougnet Triple	Authentique	Tripel	8.0	N/A	Blaton	https://www.authentiquebrasserie.be/	N/A
1572	Leroy	Blond	6.5	N/A	Boezinge	https://www.leroybreweries.be/	N/A
Libidomus	Domus	Blond	6.5	N/A	Leuven	https://domusleuven.be/	N/A
LOKA Witbier	Silly	Witbier	5.0	15.0	Silly	https://silly-beer.com/nl/start/	N/A
Loustic Saison	Brasserie Artisanale Loustic	Saison	6.5	N/A	Pousset	https://brasserieloustic.be/home	N/A
Kveik King	Lupulus	IPA	6.0	30.0	Courtil-Gouvy	https://www.lupulus.be	N/A
Middernachtzon	Brouwerij Adept	Donker	9.0	N/A	Winksele	https://desmederijwinksele.be/brouwen/	N/A
Munk	Silly	Saison	5.5	N/A	Silly	https://silly-beer.com/nl/start/	N/A
Music Beer Blues	Belgo Sapiens Brewers	Blond	6.2	27.0	Nivelles 	http://belgosapiens.be/	N/A
Ne Flierefluiter Super Tripel	Fisser	Tripel	10.0	N/A	Geel-Zammel	https://www.fisser.be/bier/neflierefuiter	N/A
No Fox Given	Anders!	Witbier	5.6	N/A	Halen	https://www.brouwerijanders.be/nl/	N/A
Ipa Bihop.c	Cloet	IPA	5.6	N/A	Sint-Katelijne-Waver	https://brouwerijcloet.be	No longer in production
Marnixring Roeselare-Tielt De Blauwvoet	Cloet	Tripel	8.2	N/A	Sint-Katelijne-Waver	https://brouwerijcloet.be	N/A
Offendonck Blond	Cloet	Blond	6.5	N/A	Sint-Katelijne-Waver	https://brouwerijcloet.be	N/A
Skwinkel Hier Bier Blond	Cloet	Blond	6.5	N/A	Sint-Katelijne-Waver	https://brouwerijcloet.be	N/A
Skwinkel Hier Bier Donker	Cloet	Donker	6.5	N/A	Sint-Katelijne-Waver	https://brouwerijcloet.be	N/A
Skwinkel Hier Bier Fruitig	Cloet	Fruitbier	4.6	N/A	Sint-Katelijne-Waver	https://brouwerijcloet.be	N/A
Perks Blondje	Hof ten Dormaal	Blond	7.5	N/A	Tildonk	https://www.hoftendormaal.com/	N/A
Eylenbosch Oude Kriek	Eylenbosch NIEUW	Kriek	6.2	N/A	Kobbegem 	https://eylenbosch.beer/	N/A
Patience For Eylenbosch - Pale Ale Speciale	Eylenbosch NIEUW	Pale ale	6.0	22.0	Kobbegem 	https://eylenbosch.beer/	N/A
Patience For Eylenbosch - Special Blond	Eylenbosch NIEUW	Blond	6.5	N/A	Kobbegem 	https://eylenbosch.beer/	N/A
Biet Oogst 2021	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Cassis Oogst 2021	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Framboos Oogst 2021	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Gueuze Blend 2 (2021)	Het Boerenerf Eylenbosch	Gueuze	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Kers Kaneel (oogst 2021)	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Kriek (oogst 2021)	Het Boerenerf Eylenbosch	Kriek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Kweepeer Lambiek (oogst 2020)	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Kweepeerlambiek Met Cider (oogst 2020)	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Oude Kers (Oogst 2020)	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Oude Kriek (Oogst 2020)	Het Boerenerf Eylenbosch	Kriek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Oude Kriek Met Cider (oogst 2020)	Het Boerenerf Eylenbosch	Kriek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Oude Schaarbeekse Kriek (oogst 2020)	Het Boerenerf Eylenbosch	Kriek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Stekelbes Vervein	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Symbiose (oogst 2021)	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Gueuze Huizingen - Huyssinghe	Het Boerenerf Eylenbosch	Gueuze	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Kriek - Cider (oogst 2021)	Het Boerenerf Eylenbosch	Kriek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Rabarber (oogst 2021)	Het Boerenerf Eylenbosch	Lambiek	7.0	N/A	Huizingen	https://www.boerenerf.bio/	N/A
Koffiestop	Buurtbrouwerij de Coureur	Stout	8.8	77.0	Kessel-Lo (Leuven)	https://brouwerijdecoureur.be	N/A
Safety Dive Day	Bryggja	Tripel	8.5	N/A	Moerkerke	http://www.bryggjabrewery.be/	N/A
Saint V Darolus Sour	't Kroontje	Sour	7.5	N/A	Denderbelle	https://www.tkroontje.be/	N/A
Saint V Darolus Tripel	't Kroontje	Tripel	7.5	N/A	Denderbelle	https://www.tkroontje.be/	N/A
Souterrain	Alvinne	Blond	10.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Summer Queen	Deltakappa	Blond	5.0	N/A	Havay	https://deltakappa-brewery.business.site/	N/A
One Year Anniversary	Brasserie Surréaliste	Saison	7.0	N/A	Brussel	https://shop.brasseriesurrealiste.com/	N/A
't Givertje	Fort Lapin	Blond	7.0	N/A	Brugge	https://fortlapin.com/	N/A
Talus Double IPA	Totem	IPA	8.5	N/A	Evergem	http://totembeer.com/	N/A
Terf	De la Senne	Witbier	5.0	N/A	Sint-Pieters-Leeuw	https://www.brasseriedelasenne.be/?lang=nl	N/A
Golden Tripel	Terrest	Tripel	5.0	32.0	Houthulst	https://www.terrestbrewery.be	N/A
Tuverrood	Loterbol	Kriek	7.0	N/A	Diest	https://sites.google.com/view/loterbol	N/A
Veldzicht	De Kustbrouwerij	Blond	7.2	30.0	Leffinge 	https://www.kustbrouwerij.be/	N/A
Vierentachtig Negentig	Fort Lapin	Donker	5.9	N/A	Brugge	https://fortlapin.com/	N/A
What the Fox	Anders!	IPA	6.5	N/A	Halen	https://www.brouwerijanders.be/nl/	N/A
Zwart Kijker	Eau Contraire Vzw	Stout	8.0	N/A	Hever	https://www.eaucontraire.be	N/A
Arsenal	CoHop	Witbier	5.4	15.0	Etterbeek	https://cohop.be	N/A
My Third Eye	Uncharted Brew Co	Sour	6.8	N/A	Antwerpen	https://www.unchartedbrewco.be/	N/A
Magnum Hoppy Blond	CoHop	IPA	4.9	32.0	Etterbeek	https://cohop.be	N/A
Never Ending Road	Uncharted Brew Co	Pale ale	5.6	N/A	Antwerpen	https://www.unchartedbrewco.be/	N/A
Smashine	CoHop	Pale ale	6.3	30.0	Etterbeek	https://cohop.be	N/A
La Redoutable Fruitée	La Redoutable	Fruitbier	4.5	21.0	Louveigné	https://www.laredoutable.be/	N/A
Stene Tripel	Stene	Tripel	9.0	29.0	Oostende	https://www.brouwerijstene.be/	N/A
T'rendeux Tripel	Hofbrouwerijke	Tripel	8.0	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Alma Malt'er	Authentique	IPA	6.5	40.0	Blaton	https://www.authentiquebrasserie.be/	N/A
Angela Ferrero Rocher Pastry Stout	HopHemel	Stout	8.5	30.0	Hasselt	https://hophemel.be	N/A
Avaritia	The Brew Society	Low / No Alcohol Beer	0.5	N/A	Heule	https://www.thebrewsociety.be/	N/A
Bakerman	Bourgogne Des Flandres	Blond	5.9	N/A	Brugge	https://www.bourgognedesflandres.be	N/A
Baron	Het Anker	Pils	5.2	N/A	Mechelen	https://www.hetanker.be/nl	N/A
Bière bleue de Soignies	Brasserie Hoppy	IPA	4.5	N/A	Neufvilles	https://brasseriehoppy.be	N/A
Biolithics Rosée	Belgo Sapiens Brewers	Fruitbier	4.0	10.0	Nivelles 	http://belgosapiens.be/	N/A
Biolithics Saison Dry Hopped	Belgo Sapiens Brewers	Saison	5.7	30.0	Nivelles 	http://belgosapiens.be/	N/A
Biolithics West Coast IPA	Belgo Sapiens Brewers	IPA	6.4	60.0	Nivelles 	http://belgosapiens.be/	N/A
Black Anchor	De Zwarte Bron	Barleywine	11.3	N/A	Sint-Pauwels	https://www.dezwartebron.be	N/A
Corbi-Art Fort Brûlée	De Zwarte Bron	Quadrupel	11.5	N/A	Sint-Pauwels	https://www.dezwartebron.be	N/A
Fire Your Johnson	De Zwarte Bron	IPA	7.5	95.0	Sint-Pauwels	https://www.dezwartebron.be	N/A
Triootje Charites - Euphrosyne	De Zwarte Bron	Strong Golden Ale	9.7	N/A	Sint-Pauwels	https://www.dezwartebron.be	N/A
Triootje Charites - Aglaea	De Zwarte Bron	Strong Golden Ale	9.2	N/A	Sint-Pauwels	https://www.dezwartebron.be	N/A
Triootje Charites - Thalia	De Zwarte Bron	Strong Golden Ale	9.2	N/A	Sint-Pauwels	https://www.dezwartebron.be	N/A
Blik Voorbij Oneindig	Dok Brewing Company	Barleywine	18.5	N/A	Gent	https://www.dokbrewingcompany.be	N/A
Brombeer	Purple Hops	Honey Beer	7.0	N/A	Poederlee	https://purplehops.weebly.com	N/A
Kemphaan Bourbon Whiskey Oak Aged	Purple Hops	Donker	10.0	N/A	Poederlee	https://purplehops.weebly.com	N/A
Bronze Age	Dok Brewing Company	Mead - Braggot	4.6	N/A	Gent	https://www.dokbrewingcompany.be	N/A
Brouwersdochter	Hofbrouwerijke	Tripel	8.0	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Rogge Jager	vzw Bieren Cabardouche	Rye Beer	6.3	N/A	Borgerhout	http://www.cabardouche.be/	N/A
Chevalier Marin	Brughuis Brouwers	Kellerbier	4.7	N/A	Muizen	https://www.brughuismuizen.be/	N/A
Cloud Nectar	La Source	IPA	10.0	N/A	Brussel	https://www.lasourcebeer.be/	N/A
Clovis DIPA	HopHemel	IPA	8.0	50.0	Hasselt	https://hophemel.be	N/A
Wooz Bitter	Brasserie Willow'S	Blond	5.8	N/A	Philippeville	N/A	N/A
Friendly Wooz	Brasserie Willow'S	Blond	5.0	N/A	Philippeville	N/A	N/A
Dark Wooz	Brasserie Willow'S	Donker	N/A	N/A	Philippeville	N/A	N/A
Debev Strawberry	Du Bocq	Fruitbier	4.8	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Debev Strong Blond	Du Bocq	Strong Blond	8.0	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Debev Strong Dark	Du Bocq	Strong Dark	10.7	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Druuge Leiver	En Stoemelings	Saison	5.3	N/A	Brussel	https://www.enstoemelings.be/	N/A
Du'Hop	Du Bocq	Blond	5.0	24.0	Purnode-Yvoir	http://www.bocq.be	N/A
Black	Tourette Brewing	IPA	5.8	47.0	Gentbrugge	https://www.tourettebrewing.com/	N/A
Belgian Westkust IPA	Tourette Brewing	IPA	6.5	69.0	Gentbrugge	https://www.tourettebrewing.com/	N/A
Bloody Belgium	Tourette Brewing	Pale ale	5.2	38.0	Gentbrugge	https://www.tourettebrewing.com/	N/A
Duyster	Tourette Brewing	Stout	9.4	58.0	Gentbrugge	https://www.tourettebrewing.com/	N/A
Folkvangr	Tourette Brewing	Pale ale	6.66	45.0	Gentbrugge	https://www.tourettebrewing.com/	N/A
SMaSH #1	Tourette Brewing	Pale ale	6.0	40.0	Gentbrugge	https://www.tourettebrewing.com/	N/A
SMaSH #2	Tourette Brewing	Pale ale	6.0	40.0	Gentbrugge	https://www.tourettebrewing.com/	N/A
