username	preference	disliked
Bov	['Kerstbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier', 'Donker', 'Sterke ale', 'Kerstbier blond', 'Fruitbier', 'Pale Ale', 'Stout', 'Saison', 'Pils', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Rood bruin']	['Fruitbier', 'Blond', 'Tripel', 'Pils', 'Sterke ale', 'Low Alcoholic Beer', 'Speciaal granenbier', 'Ale', 'Witbier', 'Sterke ale blond']
BoydJustitz	['Rood bruin']	[]
Boystout	['Amber ale', 'Fruitbier krieken', 'Tripel', 'Sterke ale']	[]
Brad	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin']	[]
Bradrcr	['Tripel', 'Scotch', 'Sterke ale', 'Rood bruin', 'Witbier', 'Amber ale']	[]
Bragesnak	['Fruitbier', 'Quadrupel', 'Blond', 'Tripel', 'Scotch', 'Saison', 'Sterke ale', 'IPA', 'Fruitbier krieken', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij']	['Fruitbier', 'Donker', 'Pils', 'Witbier', 'Dubbel abdij']
BrainDead	['Sterke ale']	[]
Braincage1	['Tripel', 'Sterke ale']	[]
Brandman	['Tripel', 'Wilde ale', 'Blond', 'Sterke ale', 'IPA', 'Tripel hop amber', 'Rood bruin', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	[]
BrandonB	['Tripel', 'Dubbel abdij']	[]
Braudog	['Fruitbier', 'Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Witbier']	['IPA']
Breinstein	['Tripel', 'Dubbel abdij']	[]
Brent	['Amber ale', 'Sterke ale']	[]
BrewBoxer	['Wilde ale', 'Tripel', 'Rood bruin']	[]
BrewDad	['Quadrupel', 'Dubbel', 'Sterke ale', 'Rood bruin']	[]
BrewSwedeShu	['Sterke ale']	[]
Brewchacho4	['Quadrupel']	['Amber ale']
Brewer73	['Quadrupel', 'Tripel']	[]
BrewingFan	['Tripel', 'IPA', 'Dubbel abdij']	[]
Brewmaster	['Amber ale', 'Tripel']	[]
Brewmaster1	['Tripel']	[]
BrewmeisterEd	[]	[]
Brewsmith	['Sterke ale', 'Rood bruin']	[]
Brewso	['Tripel', 'Sterke ale', 'IPA', 'Dubbel abdij']	[]
Brewsoc99	['Amber ale', 'Sterke ale', 'Dubbel abdij']	[]
Brian	['Sterke ale']	[]
Brian2d	['Amber ale']	[]
BrianDorry55	['Amber ale', 'Quadrupel', 'Tripel', 'IPA']	[]
BrianG	['Quadrupel']	[]
BrianHagmeier	['Tripel', 'Dubbel abdij']	[]
BrianO	['Quadrupel', 'Tripel']	[]
BrianWillum	['Amber ale']	[]
Brianroz99	['Amber ale', 'Sterke ale']	['Sterke ale']
Bricks	['Quadrupel', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
BrideOfFrankenkitty	['Quadrupel', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
Brigadier	['Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
BritAlesRule	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale', 'Rood bruin', 'IPA', 'Amber ale', 'Dubbel abdij']	[]
Britales	['Quadrupel']	[]
Brix	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	['Fruitbier']
BroSpud	['Tripel', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
BrockLanders	['Ale', 'Sterke ale', 'IPA']	[]
Brodie	['Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale']	[]
Broke4Beer	['Quadrupel']	[]
BrotherBenny	['Sterke ale']	[]
BrotherGrendel	['Sterke ale', 'Rood bruin']	[]
BrotherLogic	['Amber ale', 'Quadrupel', 'Tripel']	[]
BroueNeault	['Amber ale', 'Sterke ale']	[]
Brouhaha	['Amber ale']	[]
Brouwser	['Tripel']	[]
Btankey	['Tripel']	[]
BuckNaked	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'IPA', 'Dubbel abdij']	['IPA']
BuckeyeBoy	['Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Scotch']	[]
BuckeyeSammy	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'IPA']	[]
BuckleMyShoe	['Sterke ale']	[]
BuckyBazoo	['Sterke ale']	[]
BudMan	['Blond']	[]
Budrulzall	['Witbier']	[]
Bugrat	['Rood bruin']	[]
Bukowski9	['Fruitbier']	[]
Bullit	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Fruitbier passie en mango']
Bullrup	[]	[]
Bungalo22	['Tripel', 'IPA', 'Rood bruin']	[]
BunnyHops	['Sterke ale']	[]
Burner	['Sterke ale blond', 'Sterke ale', 'Rood bruin']	[]
Burrobuns	['Amber ale', 'Tripel']	[]
BustedFlat	['Tripel', 'Sterke ale']	[]
Butters	['Quadrupel', 'Wilde ale', 'Sterke ale', 'Rood bruin', 'Witbier', 'Ale', 'Sterke ale blond']	['Pils']
BückDich	['Wilde ale', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', nan, 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Pils']
C-dub	['Quadrupel']	[]
C5Drvr	['Dubbel abdij']	[]
CEZ	['Dubbel', 'Blond', 'Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dark Strong Ale']	[]
CIPS514	[]	[]
CLevar	['Amber ale', 'Quadrupel']	[]
CMUBEERMAN	['Tripel', 'Sterke ale', 'Rood bruin', 'Ale', 'Dubbel abdij']	['Fruitbier']
CQC	['Amber ale', 'Fruitbier krieken', 'Tripel', 'Ale']	[]
CSX333	['Quadrupel']	[]
CUJO	['Tripel', 'Sterke ale']	['Sterke ale']
Cable	['Sterke ale blond', 'Sterke ale']	[]
CafeeOndineke	['Quadrupel', 'Tripel', 'Aperitiefbier']	[]
Cajun	['Sterke ale']	[]
Caleb1035	['Sterke ale']	[]
Calif_Dreaming	['Amber ale']	[]
Calisky	['Sterke ale']	[]
CalumScotland	[]	[]
CamdenD	['Amber ale', 'IPA']	[]
Camila	['Fruitbier krieken']	[]
Camons	['Quadrupel', 'Blond', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
CampbellWilson	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['Saison']
CampesinoTino	['Amber ale', 'Tripel', 'Sterke ale']	[]
CanIHave4Beers	['Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Scotch', 'Sterke ale', 'IPA', 'Gueuze', 'Amber ale']	['Fruitbier', 'Rood bruin']
CanadaCam	['Tripel', 'Aperitiefbier']	[]
CapFlu	['Fruitbier', 'Tripel', 'Blond', 'Donker', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Donker', 'Rood bruin', 'IPA']
Capa	['Amber ale', 'Saison', 'Tripel', 'Sterke ale']	[]
CapedBrewsader	['Kruidenbier', 'Tripel', 'Wilde ale', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Ale']	[]
CapnCascade	['Tripel', 'Dubbel abdij']	[]
CaptBier	['Quadrupel', 'Dubbel abdij']	[]
CaptKirk	['Sterke ale']	[]
CaptainCougar	"['Quadrupel', 'Tripel', ""Gerstewijn - Barley wine - vin d'orge"", 'Sterke ale', 'IPA', 'Rood bruin', 'Gueuze', 'Ale', 'Amber ale', 'Dubbel abdij']"	['Donker', 'Dubbel abdij', 'Aperitiefbier']
CaraCurtis	['Quadrupel']	[]
Carl99Fan	['Quadrupel', 'Tripel', 'Sterke ale']	['Amber ale']
CarlJonas	['Ale']	[]
Carlus12	['Quadrupel', 'Tripel', 'Saison', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	['Sterke ale', 'Rood bruin']
Cartoonkhaki	['Amber ale', 'Tripel']	['Fruitbier', 'Witbier']
Case	['Tripel', 'Sterke ale']	[]
CaseyFig	['Sterke ale']	[]
CasperRuben	['Quadrupel', 'Sterke ale']	[]
Catadobe	['Blond']	[]
CatoctinMike	['Rood bruin']	[]
Caton	['Tripel', 'Sterke ale', 'Rood bruin', 'Blond']	[]
Cavie	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Dubbel', 'Saison', 'Sterke ale', 'Fruitbier aardbeien', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij']	['Fruitbier', 'Blond', 'Rood bruin']
Ceebs25	['Quadrupel', 'Wilde ale', 'Sterke ale']	[]
CelticBrew	['Quadrupel', 'Tripel', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	[]
Centje	['Quadrupel']	[]
Chad9976	['Quadrupel', 'Blond', 'Dubbel abdij']	[]
ChadwickCarey	['Quadrupel']	[]
ChainGangGuy	['Fruitbier', 'Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale donker', 'Blond', 'Sterke ale', 'IPA', 'Rood bruin', 'Ale', 'Dubbel abdij']	['Tripel', 'Witbier']
Chalsk	['Quadrupel', 'Wilde ale', 'Tripel', 'Sterke ale', 'IPA']	[]
Changed	['Amber ale']	[]
Chapel	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Dubbel abdij']	[]
Chapter7	['Amber ale']	[]
CharlesDarwin	['Quadrupel', 'Tripel', 'Saison', 'Pils', 'Rood bruin', 'IPA', 'Dubbel abdij']	[]
Chaseman	['Wilde ale']	[]
ChazMania	['Tripel', 'Rood bruin']	[]
ChazyRPh	['Amber ale', 'Quadrupel']	[]
CheersMate	['Quadrupel', 'Wilde ale', 'Tripel', 'Sterke ale', 'IPA', 'Rood bruin', 'Dubbel abdij']	[]
Cheesemonster99	['Amber ale']	[]
Chenzo	['Quadrupel']	[]
ChetLemmons	['Quadrupel']	[]
Chickencoop	['Amber ale', 'Rood bruin']	[]
Chiel	['Sterke ale']	[]
ChillCoat	['Tripel', 'Blond', 'Donker', 'Rood bruin', 'IPA', 'Ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier']
Chipalsa	['Sterke ale', 'Rood bruin']	[]
Choos	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Donker', 'Sterke ale', 'Scotch']	[]
ChrisPants	['Tripel', 'Sterke ale']	[]
ChrisThomson	['Blond', 'Sterke ale', 'IPA', 'Dubbel abdij']	['Fruitbier']
ChrisTurner	['Pils', 'Dubbel abdij']	[]
Chrism86	['Quadrupel', 'Rood bruin', 'Ale', 'Sterke ale']	[]
Christian	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Dubbel', 'Sterke ale', 'IPA', 'Rood bruin', 'Fruitbier krieken', 'Kerstbier', 'Gueuze', 'Ale', 'Witbier', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Donker', 'Pils', 'IPA', 'Low Alcoholic Beer']
ChristianSA	['Quadrupel', 'Sterke ale blond', 'Ale', 'Sterke ale']	['Saison']
Chuckaduck	['Tripel', 'Sterke ale']	[]
Chucks66	['Quadrupel', 'Sterke ale', 'Dubbel abdij']	[]
Chudwick	['Tripel', 'Sterke ale', 'Dubbel abdij']	[]
ChunkyD	['Quadrupel']	[]
CigarsLoveBeer	['Tripel']	[]
CinnamonGirl	['Sterke ale']	[]
Cirrhosis	['Sterke ale amber', 'Tripel', 'Wilde ale', 'Sterke ale donker', 'Donker', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['Donker']
Citellus	[]	['Gueuze']
Clansman	['Quadrupel']	[]
ClarkVV	['Quadrupel', 'Fruitbier', 'Wilde ale', 'Tripel', 'Donker', 'Sterke ale', 'IPA', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij']	['Gueuze']
Cletus	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'IPA', 'Fruitbier krieken', 'Kerstbier', 'Ale', 'Sahti']	['Aperitiefbier']
Cliff	['Rood bruin', 'Tripel', 'Sterke ale', 'IPA']	[]
CloudyHead	['Tripel', 'Blond']	[]
ClubGonzo	['Tripel', 'Blond', 'Pils', 'Sterke ale', 'IPA', 'Ale', 'Dubbel abdij', 'Aperitiefbier']	['Lambiek', 'Rood bruin']
Clyx	['Quadrupel', 'Tripel', 'Sterke ale']	[]
Cobra	['Tripel', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale']	['Quadrupel', 'Dubbel abdij']
Cole	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	['Blond']
Collint	['Quadrupel', 'Tripel']	[]
ColonelFlander	['Rood bruin']	[]
ColoradoBobs	['Quadrupel']	[]
Coltrane	['Quadrupel']	[]
Commodore	['Quadrupel']	[]
ComradeK	['Tripel', 'Sterke ale']	[]
Cornboy	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin']	[]
Cornfield	['Fruitbier', 'Sterke ale amber', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Quadrupel', 'Saison', 'Sterke ale', 'Rood bruin', 'IPA', 'Fruitbier krieken', 'Ale', 'Witbier', 'Scotch', 'Dubbel abdij']	['Fruitbier krieken', 'Pils', 'Ale']
CornyWebb	['Amber ale']	[]
Countbeer	['Quadrupel', 'Tripel', 'Sterke ale donker', 'Blond', 'Wilde ale', 'Pils', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Ale', 'Bokbier donker', 'Dubbel abdij']	['Fruitbier', 'Tripel', 'Blond', 'Pils', 'Rood bruin', 'Low Alcoholic Beer', 'Non-Alcoholic Beer', 'Dubbel abdij']
Cowtown57	['Tripel']	[]
Coxy	['Dubbel abdij']	[]
Coyler	['Sterke ale']	[]
Crafty07	['Scotch', 'Fruitbier', 'Pils', 'Tripel']	[]
Crash	['Wilde ale', 'Tripel', 'Sterke ale']	[]
Craybees	['Amber ale']	[]
Crit	['Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Witbier', 'Dubbel abdij']	['Pils', 'Fruitbier frambozen']
Crockett	['Fruitbier', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Ale', 'Witbier', 'Amber ale', 'Sterke ale blond']	['Fruitbier']
Crosling	['Dubbel', 'Wilde ale', 'Blond', 'Saison', 'Pils', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Dubbel abdij', 'Aperitiefbier']	['IPA']
Croux	['Sterke ale']	[]
Cruzan59	['Quadrupel', 'Sterke ale']	[]
Cryotek	['Amber ale', 'Sterke ale', 'Donker']	[]
Csizu	['Quadrupel', 'Sterke ale', 'Donker']	['Fruitbier']
Cunningham	['Dubbel', 'Tripel', 'Sterke ale', 'Amber ale', 'Sterke ale blond']	['Fruitbier', 'Pils']
Cuso	['Quadrupel', 'Fruitbier', 'Tripel', 'Sterke ale donker', 'Sterke ale amber', 'Blond', 'Sterke ale', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier']
Cybercat	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale donker', 'Donker', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	[]
CyclistSarah	['Saison']	[]
D	['Tripel']	['Pils']
DBL	['Witbier']	[]
DBLashure	['Quadrupel']	[]
DBob5150	['Dubbel abdij']	['Pils']
DCJack	['Quadrupel', 'Sterke ale']	[]
DCopperfields	['Tripel']	[]
DJCOPEZ	['Quadrupel']	[]
DJH-Bird99	[]	[]
DJMonarch	['Sterke ale amber', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Fruitbier frambozen']	['Fruitbier', 'Pils']
DKlovesbeer	[]	['Amber ale']
DKthe13	['Ale', 'Sterke ale']	[]
DMRz	['Tripel', 'Blond']	[]
DSG	['Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Saison', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Vlaams roodbruin', 'Aperitiefbier']	['Fruitbier']
DTB	['Quadrupel', 'Tripel']	[]
DTM	['Amber ale', 'Sterke ale', 'Donker']	[]
DUNGA	['Blond', 'Rood bruin']	[]
DYCSoccer17	['Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Donker', 'Sterke ale', 'Rood bruin', 'IPA', 'Amber ale', 'Dubbel abdij']	[]
DaBr0nXb0mBeR	['Tripel']	[]
DaMenace123	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
DaSilky1	['Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Kruidenbier', 'Pils', 'Sterke ale', 'Rood bruin', 'Kerstbier', 'Ale', 'Witbier', 'Sterke ale blond', 'Aperitiefbier']	['Tripel', 'Dubbel abdij']
Dalivio	['Sterke ale blond']	[]
DallasBryan	['Amber ale', 'Tripel']	[]
Dalle	['Quadrupel', 'Tripel', 'Blond', 'Scotch', 'Saison', 'Sterke ale', 'Ale', 'Amber ale', 'Dubbel abdij']	['Fruitbier', 'Ale']
DalzAle	['Amber ale', 'Quadrupel', 'Wilde ale']	[]
Damian	['Quadrupel']	[]
Damico	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'IPA']	[]
DamnGoodBeer99	['Sterke ale']	[]
DanBerg	['Tripel']	[]
DandyWolfFloyd	['Quadrupel', 'Sterke ale amber', 'Sterke ale']	[]
DanielBrown	['Fruitbier', 'Tripel', 'Blond', 'Belgische ale', 'Sterke ale', 'Rood bruin', 'Low Alcoholic Beer', 'Dubbel abdij', 'Aperitiefbier']	['Pils']
Dannyshowman	['Tripel']	[]
Dansting	['Quadrupel']	[]
DarkBeerChick	['Quadrupel', 'Rood bruin']	['Dubbel']
DarkElf	['Tripel', 'Witbier', 'Sterke ale']	[]
DarkFaerytale	['Amber ale']	[]
DarkMagus	['Sterke ale amber', 'Tripel', 'Sterke ale', 'Sterke ale blond', 'Dubbel abdij']	[]
DarkSong	['Tripel', 'Sterke ale', 'Dubbel abdij']	[]
Darkover	['Quadrupel', 'Dubbel', 'Tripel', 'Wilde ale', 'Rood bruin', 'IPA', 'Witbier', 'Amber ale', 'Dubbel abdij']	[]
DasBierChef	['Scotch', 'Sterke ale']	[]
Dastrn	['Sterke ale', 'Witbier']	[]
DaveBrewer	['Sterke ale']	[]
DaveCampbell68	['Quadrupel']	[]
DavefromChicago	['Quadrupel', 'Tripel', 'Scotch', 'Donker', 'Sterke ale', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
Davhgbrew	['Amber ale', 'Quadrupel', 'Blond']	['IPA']
David	['Fruitbier']	[]
DavidP	['Fruitbier', 'Tripel', 'Saison', 'Rood bruin', 'IPA', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
DavidYoung	['Quadrupel']	[]
Davidabbey4	[]	[]
Davidw987	['Sterke ale']	[]
Davinci	['Quadrupel', 'Blond', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
DavoleBomb	['Amber ale', 'Dubbel abdij']	[]
Davros	['Quadrupel', 'Blond', 'Wilde ale', 'Saison', 'Sterke ale', 'Rood bruin', 'IPA', 'Dubbel abdij']	['Witbier', 'Rood bruin']
DavyTheys	['Quadrupel']	[]
Daytonbeer	['Tripel']	[]
Dazz3	['Tripel', 'Sterke ale']	[]
Dchobbs	[]	['Pils']
DeadGirl	['Tripel', 'Sterke ale']	[]
DeadGuyFrank	['Tripel', 'Blond']	['Saison']
DeadTerry99	['Quadrupel']	[]
DeanF	['Fruitbier', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Tripel', 'Pils', 'Sterke ale', 'Gueuze', 'Ale']
Deanos	['Sterke ale']	[]
Dedollewaitor	['Wilde ale', 'Honingbier', 'Speciaal granenbier', 'Sterke ale blond', 'Dubbel abdij', 'Lambiek', 'Donker', 'Sterke ale', 'Witbier', 'Fruitbier', 'Kruidenbier', 'Saison', 'Tripel hop amber', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Scotch', 'Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Rood bruin']	['Fruitbier', 'Kruidenbier', 'Blond', 'Pils', 'Low Alcoholic Beer', nan, 'Sterke ale blond']
Dedoulequeen07	['Amber ale', 'Tripel', 'Donker']	[]
DeepBlack	['Tripel', 'Sterke ale']	['Fruitbier']
Defreni	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Fruitbier krieken']	[]
Deimos	['Blond']	[]
Delbomber	['Amber ale', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
Delirium	['Sterke ale blond', 'Sterke ale']	[]
DeliriumT	['Donker']	[]
Demise	['Sterke ale']	[]
DenisLD	['Dubbel', 'Tripel']	[]
DenverLogan	['Tripel', 'Sterke ale']	[]
DeputyAndy	['Amber ale']	[]
DerBiermeister	['Tripel', 'Sterke ale', 'Rood bruin', 'Sterke ale blond', 'Dubbel abdij']	[]
DerWeg	['Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'IPA', 'Witbier', 'Dubbel abdij']	[]
Derek881	['Quadrupel', 'Pils', 'Tripel']	['Rood bruin']
Dermi	['Amber ale', 'Sterke ale', 'IPA']	[]
Dervock	['Tripel']	[]
DesEsseintes	['Sterke ale']	[]
Despotis	['Tripel', 'Blond', 'Donker', 'Sterke ale', 'Amber ale']	[]
Deu	['Donker']	[]
DeuceDeuceOU	['Sterke ale']	[]
DewBrewer	['Tripel', 'Blond', 'Rood bruin']	[]
DeweyDell	['Fruitbier']	[]
Dextolen	['Amber ale', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
Dezzilu	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Amber ale']	[]
Dfonorow	['Quadrupel', 'Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	[]
Diablo9845	['Quadrupel', 'Tripel']	[]
Diablokev	['Amber ale', 'Tripel']	[]
DiarmaidBHK	['Tripel', 'Sterke ale', 'Dubbel abdij']	['Fruitbier']
Dickinsonbeer	['Quadrupel', 'Tripel', 'Blond', 'Amber', 'Saison', 'Sterke ale', 'IPA', 'Fruitbier krieken', 'Scotch', 'Vlaams roodbruin']	[]
Die_Kapusta	['Amber ale', 'Sterke ale']	[]
Diego	['Sterke ale']	[]
Different	['Tripel']	[]
DigitalMan	['Tripel', 'Sterke ale']	[]
Diogène	['Quadrupel', 'Blond', 'Sterke ale', 'Rood bruin', 'IPA', 'Kerstbier', 'Ale']	['Pils', 'Sterke ale']
Dionysian	['Quadrupel']	[]
Diqqiediq	[]	['Sterke ale']
DirtyMartini	['Wilde ale', 'IPA', 'Aperitiefbier']	[]
Discofish	['Sterke ale', 'Donker']	[]
Dixen	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Belgische ale', 'Donker', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Dubbel abdij']	['Fruitbier', 'Blond', 'Pils', 'Witbier', 'Ale']
Dixonian	['Tripel', 'Wilde ale', 'Donker', 'Rood bruin', 'IPA', 'Ale', 'Amber ale']	[]
Django	[]	[]
DocGavran	['Quadrupel']	[]
DocHop	['Quadrupel', 'Blond', 'Sterke ale', 'IPA']	[]
DocKozzak99	['Rood bruin']	[]
DocLock	['Fruitbier', 'Kruidenbier', 'Tripel', 'Blond', 'Dubbel', 'Donker', 'Saison', 'Sterke ale', 'Ale', 'Witbier', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Pils']
Dogbrick	['Tripel', 'Blond', 'Scotch', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
Dogfish120	['Amber ale']	[]
Dolemite31	['Quadrupel']	[]
Dolphy	['Sterke ale']	[]
DomCharbonneau	['Dubbel abdij']	[]
DomiNate	[]	[]
DonMagi	['Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Scotch', 'Saison', 'Pils', 'Sterke ale', 'IPA', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij']	['Fruitbier', 'Tripel', 'Pils', 'Low Alcoholic Beer', 'Speciaal granenbier']
DontFearTheHops	['Quadrupel', 'Sterke ale']	[]
Doodler	['Quadrupel']	[]
Doppelganger	['Quadrupel', 'Tripel', 'Saison', 'Sterke ale', 'IPA']	[]
Doriandlm	['Ale']	[]
Doriandm	['Amber ale']	['Pils']
Dorqui	['Quadrupel', 'Fruitbier', 'Tripel', 'Sterke ale donker', 'Donker', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Witbier', 'Amber ale', 'Dark Strong Ale', 'Fruitbier frambozen']	['Low Alcoholic Beer', 'Pils', 'Pale Ale']
Dorstig	['Sterke ale']	[]
Dorwart	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Dubbel', 'Scotch', 'Saison', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale']	['Blond', 'IPA']
DoubleBubble	[]	['Fruitbier']
DougShoemaker	['Fruitbier', 'Dubbel', 'Tripel', 'Blond', 'Belgische ale', 'Donker', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Ale', 'Scotch', 'Aperitiefbier']	['Fruitbier', 'Pils', 'Donker']
Dougal	['Fruitbier', 'Tripel', 'Dubbel abdij']	[]
Dough77	['Amber ale', 'Tripel', 'Rood bruin']	[]
DougiePhiTau	['Quadrupel']	[]
DownsouthGav	['Quadrupel', 'Wilde ale', 'Sterke ale', 'Ale', 'Dubbel abdij', 'Aperitiefbier']	[]
DowntownGator	['Quadrupel']	[]
DrBayern	['Quadrupel', 'Wilde ale', 'Sterke ale', 'Witbier', 'Amber ale']	[]
DrBeer	['Quadrupel', 'Dubbel', 'Wilde ale', 'Tripel', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Dubbel abdij']	[]
DrDavid	['Rood bruin', 'Sterke ale', 'Donker']	['Fruitbier']
DrFunk	['Sterke ale blond']	[]
DrGonzo	['Tripel', 'Donker', 'Rood bruin', 'IPA', 'Ale']	[]
DrHomolka	['Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	[]
DrPiva	['Amber ale', 'Sterke ale']	[]
DrSamPHD	['Amber ale']	[]
DrZao	['Amber ale', 'Tripel', 'Dubbel abdij']	[]
Draco	['IPA']	[]
DragonStout	['Quadrupel', 'Sterke ale amber', 'Blond', 'Sterke ale', 'Amber ale']	[]
Dragonblaze99	['Sterke ale']	['Amber ale']
Drake	['Fruitbier', 'Blond', 'Donker', 'Sterke ale', 'Fruitbier aardbeien', 'Gueuze', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Pils', 'Ale', 'Sterke ale']
Dredd	['Amber ale', 'Fruitbier krieken', 'Tripel', 'Sterke ale']	['Blond']
Drew	['Quadrupel', 'Dubbel', 'Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	['Sterke ale blond']
Drew Blood	['Amber ale', 'Tripel', 'Sterke ale']	['Dubbel abdij']
Driftwood6	['Tripel', 'Sterke ale', 'IPA']	[]
Drink4Satan	['Tripel', 'Ale', 'Sterke ale', 'Rood bruin']	[]
DrinkEmUpJones	['Tripel', 'Rood bruin']	[]
