Name	Brewery	Style	ABV	IBU	Location	Brewery_Website	Out_of_Production
Molenbier dubbel	Van Steenberge	Donker	8.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	No longer in production
St. Paul White	Sterkens	Witbier	4.5	10.0	Meer	https://brouwerijsterkens.be/	Available
Cuvee du Flo Blanche	du Flo	Witbier	5.0	N/A	Blehen-Hannut	https://www.brasserieduflo.be/	
Barbe Rufa	Verhaeghe	Amber ale	8.0	N/A	Vichte	https://www.brouwerijverhaeghe.be/	Available
Hip Hop Extreme IPA	De Keukenbrouwers	IPA	9.0	170.0	Hove	http://www.dekeukenbrouwers.be/	Available
Spets	De Hoevebrouwers	IPA	5.2	36.0	Zottegem	https://www.dehoevebrouwers.be/	Available
Forum	Boelens	Blond	7.0	N/A	Belsele	https://www.brouwerijboelens.be/	Available
Bastogne Pale Ale Fresh Hop	Minne	Pale Ale	5.0	N/A	Somme-Leuze	http://www.brasseriedebastogne.be/	
Beej	4Pajot Microbrouwerij	Amber ale	7.2	N/A	Lembeek	http://www.4pajot.be/	Available
Bien-Sûr	Dochter van de Korenaar	Zure ale	7.0	N/A	Baarle-Drongen	https://www.dedochtervandekorenaar.be/nl/	Available
Blanche de Thines	Belgo Sapiens Brewers	Witbier	4.8	19.0	Nivelles 	http://belgosapiens.be/	Available
Polarius	Belgo Sapiens Brewers	Pils	5.0	35.0	Nivelles 	http://belgosapiens.be/	No longer in production
Colonel Arch	Belgo Sapiens Brewers	Amber ale	6.0	50.0	Nivelles 	http://belgosapiens.be/	Available
P’tit Granit	Belgo Sapiens Brewers	Porter	4.9	40.0	Nivelles 	http://belgosapiens.be/	Available
Primeur Bio	Belgo Sapiens Brewers	Amber ale	5.8	N/A	Nivelles 	http://belgosapiens.be/	Available
Holy IPA	NovaBirra	IPA	6.5	70.0	Boussu	https://www.novabirra.com/nl/	No longer in production
Blossom Gueuze	Lindemans	Gueuze	5.5	15.0	Vlezenbeek	https://www.lindemans.be/	No longer in production
Lambic d’Aunis	Cantillon	Lambiek	6.5	N/A	Brussel	http://www.cantillon.be	No longer in production
Chain Reaction	Alvinne	Zure ale	5.3	N/A	Moen/Zwevegem 	https://www.alvinne.com/	Available
Climax	Hoplinter	Blond	9.0	N/A	Oplinter	http://hoplinter.be/	No longer in production
Oude Geuze  VAT 79	Boon	Gueuze	9.0	N/A	Lembeek	https://www.boon.be/	Available
Belfort 8	Belfort Beer	Blond	8.0	N/A	Sint-Martens-Lennik (Lennik)	http://www.belfort.beer/	Available
Camille	Strubbe	Pils	5.2	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	No longer in production
Boeleke	Boelens	Tripel	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	Available
Sarphati Nieuwe Smeer Blond	Kerkom	Blond	5.5	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	
Sarphati Nieuwe Smeer Tripel	Kerkom	Tripel	9.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	
Sarphati Oude Olie Grand Cru	Kerkom	Donker	13.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	No longer in production
Winterkoninkske Grand Cru (American Oak)	Kerkom	Donker	13.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	No longer in production
Kriekenlambik	3 Fonteinen	Fruitbier	5.0	N/A	Lot (Beersel)	https://www.3fonteinen.be/nl/	No longer in production
Damian	Grain d'orge - Hombourg	Blond	7.5	N/A	Jalhay	https://grain-dorge.com/	Available
Spelt	De Vliet	Blond	5.5	27.0	Geel 	http://www.huisbrouwerijdevliet.be/index.html	No longer in production
Druppel Hop	Den Druppel	Blond	8.5	34.0	Langdorp 	http://www.brouwerij-dendruppel.com	Available
Feestbier	Broeder Jacob	Amber ale	8.5	35.0	Wezemaal	http://www.broederjacob.com/	No longer in production
Klitsenberg	Sint-Canarus	Tripel	7.5	N/A	Gottem	http://www.sintcanarus.be/	Available
Gronckel Blond	Vrijstaat Vanmol Brewing	Blond	6.5	34.0	Eizeringen	http://www.vrijstaat.be/vrijstaat-vanmol-brewing	Available
Tipsor	Wapper	Amber ale	N/A		Antwerpen	N/A	Available
KEUN Tripel Saison	Keun	Blond	7.5	N/A	Ronse	https://keun.be/	Available
Libidus Happy Ending Beer Onyx	Let It Beer BV	Donker	6.4	N/A	Sint-denijs-westrem	https://letitbeer.be/	
Smisje Great Reserva	Smisje	Stout	10.0	N/A	Oudenaarde	https://smisje.wordpress.com/	No longer in production
Bigote Blonde	Bigote	Blond	6.0	30.0	Doornik	http://labigote.be	Available
Broeder Louis donker	Kerkom	Donker	8.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	
Broeder Louis Blond	Kerkom	Blond	8.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	
Kerkom Kriek	Kerkom	Fruitbier	56.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	No longer in production
Ne Looike	Kerkom	Blond	6.0	N/A	Sint-Truiden	https://www.brouwerijkerkom.be/nl/	Available
Fier Bolg Atuatuca	Fulltime Hops	Amber ale	5.8	N/A	Anthisnes	http://www.fulltimehops.org/	
Frambuesa ! chocolat	Hof ten Dormaal	Fruitbier	7.0	N/A	Tildonk	https://www.hoftendormaal.com/	Available
Fresa i Chocolate	Hof ten Dormaal	Fruitbier	7.0	N/A	Tildonk	https://www.hoftendormaal.com/	Available
Gasthuistripel	Aarschot	Tripel	8.0	N/A	Aarschot	https://www.hetgasthuis.be/stadsbrouwerij	Available
Ging's La Ging' Le Bells	Grain d'orge - Hombourg	Donker	8.5	N/A	Jalhay	https://grain-dorge.com/	
Joske	Volders Bieren	Tripel	8.5	28.0	Kontich	https://patrickvolders-bieren.be/	No longer in production
Knots Donker	Varenbroek	Amber ale	9.0	N/A	Rumst	N/A	Available
Felix	Varenbroek	Blond	6.5	60.0	Rumst	N/A	Available
Sibyl	Varenbroek	Blond	4.5	25.0	Rumst	N/A	Available
Geeele Tram	En Stoemelings	Blond	5.0	N/A	Brussel	https://www.enstoemelings.be/	No longer in production
Cuvée Houdini	En Stoemelings	Amber ale	6.0	40.0	Brussel	https://www.enstoemelings.be/	No longer in production
Chike Madame	En Stoemelings	Witbier	3.5	N/A	Brussel	https://www.enstoemelings.be/	Available
La Houblonnière	du Renard	Blond	6.0	N/A	Bossut-Gottechain (Graven) 	https://brasseriedurenard.com/	No longer in production
Lorrabelle	Huyghe	Fruitbier	3.5	N/A	Melle	https://www.delirium.be/nl	Available
Louis PP Cru 55	Louis PP	Tripel	9.5	33.0	Berlaar	http://louispp.be/	Available
Meiske van de streek	Den Triest	Tripel	7.5	N/A	Kapelle o/d Bos	https://www.dentriest.be/	Available
Merkemse Buskanter	Verstraete	Blond	7.0	N/A	Diksmuide	http://papegaei.be/	Available
Oude Geuze Black Label	Boon	Gueuze	7.0	N/A	Lembeek	https://www.boon.be/	No longer in production
Bueckenholt Witte	Bueckenholt	Witbier	6.0	N/A	Veltem (Herent)	http://bueckenholt.be	Available
Fantastic Woman	Brasserie du Borinage	Pale ale	5.4	N/A	Boussu-Lez-Mons	https://brasserieduborinage.be/	
Witlov 9	Van Campenhout	Tripel	9.0	N/A	Kampenhout  	https://www.brouwerijvancampenhout.be/	Available
Prearis Yakima Valley Saison	Vliegende Paard Brouwers	Saison	5.6	N/A	Oedelem	https://prearis.be/	Available
Sainte Nitouche Santa Claus	Brasserie de la Croix	Donker	8.0	N/A	Beyne-Heusay 	http://www.saintenitouche.be	No longer in production
Schuppenboer Tripel Grand Cru	Het Nest	Tripel	10.0	40.0	Turnhout	https://www.brouwerijhetnest.be/nl/	No longer in production
Silly Rouge	Silly	Fruitbier	8.0	N/A	Silly	https://silly-beer.com/nl/start/	No longer in production
Snowlapin	Fort Lapin	Donker	9.0	27.0	Brugge	https://fortlapin.com/	No longer in production
Stoet	Minne	Stout	10.5	N/A	Somme-Leuze	http://www.brasseriedebastogne.be/	No longer in production
Streuvels	Verhaeghe	Tripel	7.5	N/A	Vichte	https://www.brouwerijverhaeghe.be/	Available
Pannepot Reserva - Calvados BA	De Struise Brouwers	Donker	10.0	20.0	De Panne	https://struise.com/about/	No longer in production
Petrus Gouden Tripel	De Brabandere - voorheen Bavik	Tripel	7.5	26.0	Bavikhove	https://www.brouwerijdebrabandere.be/nl	Available
Xbalanque	Totem	Amber ale	9.0	50.0	Evergem	http://totembeer.com/	Available
Tohil	Totem	Rookbier - Smoke beer - Bière fumée	8.0	17.0	Evergem	http://totembeer.com/	No longer in production
Xquic	Totem	Pale Ale	5.8	39.0	Evergem	http://totembeer.com/	Available
Tournay Royale Reserve	Cazeau	Stout	11.0	N/A	Templeuve	http://www.brasseriedecazeau.be	Available
Winter 16	Hof ten Dormaal	Zure ale	6.0	65.0	Tildonk	https://www.hoftendormaal.com/	No longer in production
Yvan Denisovitch’s Breakfast	Brasserie du Brabant	Stout	10.0	N/A	Baisy-Thy (Genappe)	N/A	Available
Zilveren Swa	De Houten Valk	Amber ale	7.5	26.0	Kalmthout	https://dehoutenvalk-swa.jouwweb.be/	No longer in production
Bush de Charmes	Dubuisson	Blond	10.5	35.0	Pipaix-Leuze	https://www.dubuisson.com/	No longer in production
28 Imperial Stout	Brasserie28	Stout	11.0	60.0	Enghien	https://28brewery.com/	No longer in production
1842	Brasserie28	Pale Ale	4.3	28.0	Enghien	https://28brewery.com/	No longer in production
28 Brett	Brasserie28	Zure ale (Sour/Wild Ale)	7.5	30.0	Enghien	https://28brewery.com/	No longer in production
28 Pale Ale	Brasserie28	Blond	5.0	30.0	Enghien	https://28brewery.com/	No longer in production
Gluten Free Blonde	Brasserie28	Blond	6.8	10.0	Enghien	https://28brewery.com/	Available
Mokke blond	Mokke	Blond	6.5	30.0	Borgerhout	N/A	No longer in production
Eulegoemse Sterrenhemel	De Hemelbrouwers	Black IPA	7.5	55.0	Broechem	N/A	No longer in production
Kerstvuur	Pirlot	Tripel	9.0	N/A	Zandhoven	https://www.brouwerijpirlot.be/	No longer in production
Elishout Amber	Pirlot	Amber ale	6.0	N/A	Zandhoven	https://www.brouwerijpirlot.be/	
Kempisch Vuur Devil’s Heaven	Pirlot	Stout	10.0	50.0	Zandhoven	https://www.brouwerijpirlot.be/	No longer in production
Kempisch Vuur Haverstout Bordeaux Barrel Aged Reserva	Pirlot	Stout	6.5	N/A	Zandhoven	https://www.brouwerijpirlot.be/	
StAnneke	Boelens	Blond	5.5	N/A	Belsele	https://www.brouwerijboelens.be/	Available
Sint-Aldegondis tripel	Boelens	Tripel	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	
Ambibrew Willem 3	Boelens	Donker	9.0	N/A	Belsele	https://www.brouwerijboelens.be/	
Free Moon	Witches Brewery	Blond	4.8	N/A	Flobecq	http://witchesbrewery.be	No longer in production
Texcuus	Witches Brewery	Amber ale	6.5	N/A	Flobecq	http://witchesbrewery.be	Available
Brut d’Anvers Rozat	Dame Jeanne	Fruitbier	5.0	N/A	Kapellen	http://www.damejeanne.be	Available
Brut sur Lie	Dame Jeanne	Blond	9.0	19.0	Kapellen	http://www.damejeanne.be	Available
Leuvens Klerkenbier	De Vlier	Tripel	7.5	N/A	Holsbeek	https://www.brouwerij-devlier.com/	
James	OostEke Brouwers	Blond	6.5	N/A	Gavere	http://www.oostekebrouwers.be	Available
Saison du Lucien	Basanina	Saison	9.0	32.0	Smetlede	http://www.basanina.be/	No longer in production
Nen Aap	De vierkante Meter	Stout	8.0	N/A	Brasschaat	N/A	Available
Gluten Free Triple	Brasserie28	Blond	9.0	25.0	Enghien	https://28brewery.com/	Available
Glezia 9	Grain d'orge - Hombourg	Spiced / Herbed Beer	9.0	N/A	Jalhay	https://grain-dorge.com/	Available
2230 Hers'ale	Pirlot	Pale Ale	7.5	40.0	Zandhoven	https://www.brouwerijpirlot.be/	Available
Ambras	Flawaal	Blond	6.5	28.0	Hoegaarden	N/A	Available
Baskwadder Blond	Leysen	Blond	7.0	23.0	Herentals	http://www.brouwerijleysen.be/	Available
Baskwadder Dubbel	Leysen	Donker	6.8	28.0	Herentals	http://www.brouwerijleysen.be/	Available
Baskwadder Tripel	Leysen	Tripel	7.8	28.0	Herentals	http://www.brouwerijleysen.be/	Available
Hip Hop Porter	De Keukenbrouwers	Porter	5.0	28.0	Hove	http://www.dekeukenbrouwers.be/	Available
Hip Hop Weyninckhoven	De Keukenbrouwers	IPA	6.0	35.0	Hove	http://www.dekeukenbrouwers.be/	Available
Hip Hop Kriek 2015	De Keukenbrouwers	Fruitbier	5.5	15.0	Hove	http://www.dekeukenbrouwers.be/	Available
Hip Hop Black	De Keukenbrouwers	IPA donker	5.5	40.0	Hove	http://www.dekeukenbrouwers.be/	No longer in production
Hip Hop Single Hop IPA Sorachi Ace	De Keukenbrouwers	IPA	5.0	80.0	Hove	http://www.dekeukenbrouwers.be/	No longer in production
Balenberger	De Vuurvlinder	Blond	6.0	28.0	Baal	https://vuurvlinderbier.be/	Available
Xpère Grote Cru	Boelens	nbekend - Unknown - Inconnu	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	Available
Kerstbier	Boelens	Donker	8.5	35.0	Belsele	https://www.brouwerijboelens.be/	No longer in production
Mareklop Quadrupel	Mareklop	Quadrupel	12.0	N/A	Lokeren	http://mareklop.be	No longer in production
Tripel Bos	Boelens	Tripel	8.0	N/A	Belsele	https://www.brouwerijboelens.be/	Available
Waase Kriek	Boelens	Fruitbier	5.0	N/A	Belsele	https://www.brouwerijboelens.be/	No longer in production
Witte Kerst	Boelens	Sterke ale	8.5	30.0	Belsele	https://www.brouwerijboelens.be/	No longer in production
Broere Marcel	Boelens	Tripel	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	Available
Cine Leopold	Boelens	Tripel	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	Available
Tamera	Enigma BVBA	Tripel	9.0	29.0	Heusden-Zolder	http://www.enigmabrewery.be/	Available
Ragnarock	Enigma BVBA	Blond	5.5	27.0	Heusden-Zolder	http://www.enigmabrewery.be/	No longer in production
Rouge Perdu	Eskedene	Fruitbier	9.0	N/A	As	N/A	Available
Ne Wapper	Boelens	Honingbier	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	Available
Polleke Bruin	Boelens	Donker	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	
Bierpruver Cava	De 3 Vaten	Aperitiefbier	6.5	N/A	Ekeren	http://www.3vaten.be	Available
Rouleur	De 3 Vaten	Tripel	9.0	N/A	Ekeren	http://www.3vaten.be	No longer in production
De Sterre	Den Triest	Blond	6.5	N/A	Kapelle o/d Bos	https://www.dentriest.be/	Available
Paradoes	De Vlier	Tripel	7.2	N/A	Holsbeek	https://www.brouwerij-devlier.com/	
Berghop Blond	Hofbrouwerijke	Blond	7.5	N/A	Beerzel	http://www.thofbrouwerijke.be	
Lampetier Winter	Hofbrouwerijke	Donker	10.0	25.0	Beerzel	http://www.thofbrouwerijke.be	Available
Fraude Fiscale	Brasserie du Borinage	Stout	9.5	N/A	Boussu-Lez-Mons	https://brasserieduborinage.be/	
Hofgrobberke	Hofbrouwerijke	Kruidenbier	7.0	N/A	Beerzel	http://www.thofbrouwerijke.be	No longer in production
Korenpoater	Hofbrouwerijke	Tripel	7.3	N/A	Beerzel	http://www.thofbrouwerijke.be	Available
Badfride donker	Hofbrouwerijke	Donker	6.5	N/A	Beerzel	http://www.thofbrouwerijke.be	
Triporteur Bling Bling Imperial King	BOM Brewery BVBA	Blond	8.8	32.0	Roeselare	https://triporteurbeer.com/	Available
Blonde Betsy	Betsy	Blond	6.9	N/A	Bredene	http://www.brouwerijbetsy.be	No longer in production
Molder Donker	Molder Bieren	Donker	8.4	N/A	Mol	http://www.molderbieren.be/	Available
Heihut	Hofbrouwerijke	Stout	7.5	N/A	Beerzel	http://www.thofbrouwerijke.be	
Korsakoff	Hofbrouwerijke	Blond	6.5	50.0	Beerzel	http://www.thofbrouwerijke.be	No longer in production
Licht Werkske	Hofbrouwerijke	Blond	6.5	N/A	Beerzel	http://www.thofbrouwerijke.be	
Nen Notter	Hofbrouwerijke	Pale Ale	7.1	N/A	Beerzel	http://www.thofbrouwerijke.be	Available
Boecht van den Afgrond ( 2009 - ...)	Hofbrouwerijke	Blond	7.2	N/A	Beerzel	http://www.thofbrouwerijke.be	
Ploegbaas	Hofbrouwerijke	Blond	8.5	N/A	Beerzel	http://www.thofbrouwerijke.be	Available
Taaie Jozef	Hofbrouwerijke	Fruitbier	8.5	N/A	Beerzel	http://www.thofbrouwerijke.be	Available
Galjaar	Bidon	Tripel	8.5	N/A	Oppuurs 	N/A	No longer in production
Mariake	Craywinckelhof	Fruitbier	7.5	N/A	Lubbeek	http://www.craywinckelhof.eu	No longer in production
Klinkaert	De Blauwe Kuip	Amber ale	5.0	N/A	Schelle	N/A	Available
Vaertlander	De Blauwe Kuip	Blond	7.5	N/A	Schelle	N/A	No longer in production
Abdij Van Heymissen Blond	De Blauwe Kuip	Blond	7.5	N/A	Schelle	N/A	
Reus	vzw Bieren Cabardouche	Blond	6.8	20.0	Borgerhout	http://www.cabardouche.be/	Available
Mieverse Bok	Mievers beer	Pils	5.3	28.0	Meeuwen	http://mieversbeer.be/	Available
Double V Royale	Den Triest	Tripel	8.5	N/A	Kapelle o/d Bos	https://www.dentriest.be/	Available
Rex Artus	Anders!	Tripel	8.5	36.0	Halen	https://www.brouwerijanders.be/nl/	Available
Brueghel Triple	Anders!	Tripel	6.8	N/A	Halen	https://www.brouwerijanders.be/nl/	No longer in production
Goudster	De Verenigde Brouwers GCV	Amber ale	6.0	N/A	Halen	https://www.goudster.be/	Available
Hadoech	Anders!	Donker	10.0	N/A	Halen	https://www.brouwerijanders.be/nl/	
Ne Rogerke Blond	Anders!	Blond	6.5	30.0	Halen	https://www.brouwerijanders.be/nl/	Available
UUGOO	Anders!	Ale	7.1	N/A	Halen	https://www.brouwerijanders.be/nl/	
Reaktor Hello World API IPA	Monkey Monk	IPA	6.5	35.0	Brussel	http://monkeymonkbrewing.be	No longer in production
Reaktor Hello World Session API IPA	Monkey Monk	IPA	4.7	45.0	Brussel	http://monkeymonkbrewing.be	No longer in production
Remise Dubbel	Remise 56	Donker	7.0	N/A	Koersel 	http://www.remise56.be/	No longer in production
Remise Tripel	Remise 56	Tripel	8.5	N/A	Koersel 	http://www.remise56.be/	No longer in production
Triporteur Wild Killed in Action	BOM Brewery BVBA	Zure ale	4.5	20.0	Roeselare	https://triporteurbeer.com/	No longer in production
Schapenhofke	Het Nest	Tripel	8.5	N/A	Turnhout	https://www.brouwerijhetnest.be/nl/	Available
Den Visscher	Bryggja	Blond	6.5	N/A	Moerkerke	http://www.bryggjabrewery.be/	No longer in production
Boscoli Soy Fresa	Het Anker	Fruitbier	3.5	N/A	Mechelen	https://www.hetanker.be/nl	Available
Boscoli Apple	Het Anker	Fruitbier	3.5	N/A	Mechelen	https://www.hetanker.be/nl	Available
Gloomy Monday	Brasserie du Borinage	Stout	8.2	N/A	Boussu-Lez-Mons	https://brasserieduborinage.be/	
Grenswipper	Scheldebrouwerij	Donker	6.5	N/A	Meer	https://scheldebrouwerij.com/	No longer in production
Kalen Blasius	Scheldebrouwerij	Blond	8.0	N/A	Meer	https://scheldebrouwerij.com/	No longer in production
Molse Tripel	Scheldebrouwerij	Tripel	8.3	N/A	Meer	https://scheldebrouwerij.com/	No longer in production
Grensgenoegen	Scheldebrouwerij	Tripel	8.3	N/A	Meer	https://scheldebrouwerij.com/	No longer in production
Jubileumbier 12,5 jaar	Scheldebrouwerij	Pale Ale	6.5	N/A	Meer	https://scheldebrouwerij.com/	
Lepe	Scheldebrouwerij	Blond	6.2	N/A	Meer	https://scheldebrouwerij.com/	No longer in production
Love	Brasserie Hoppy	Fruitbier	4.5	33.0	Neufvilles	https://brasseriehoppy.be	No longer in production
Kamiel	't Kroontje	Blond	6.5	N/A	Denderbelle	https://www.tkroontje.be/	Available
Armand	Belleketels	Blond	6.0	20.0	Denderbelle	https://met-de-zytholoog-aan-de-toog.be/belleketels-nieuws-hoekje	No longer in production
Keyte Jubileum	Strubbe	Zure ale	6.8	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	Available
Hellegat Blond	De Klem	Blond	6.5	N/A	Niel	http://brouwerijdeklem.be	Available
Hellegat Super Blond	De Klem	Blond	7.5	N/A	Niel	http://brouwerijdeklem.be	Available
Suzanne	Hedonis	Saison	5.0	35.0	Michelbeke	https://www.hedonisambachtsbier.be	Available
Tu Mi Turbi	Brussels Beer Project	Double White IPA	7.1	80.0	Brussel	http://beerproject.be/?lang=nl	No longer in production
Bruxellensis	De la Senne	Wild Ale	6.5	40.0	Sint-Pieters-Leeuw	https://www.brasseriedelasenne.be/?lang=nl	No longer in production
Vario 2016	Smisje	Donker	9.0	N/A	Oudenaarde	https://smisje.wordpress.com/	Available
Honingbier Bruin	Smisje	Donker	6.0	N/A	Oudenaarde	https://smisje.wordpress.com/	No longer in production
Smisje Sleedoorn extra	Smisje	Fruitbier	6.0	N/A	Oudenaarde	https://smisje.wordpress.com/	No longer in production
Lokereire blond	Proefbrouwerij	Belgische Ale	5.5	N/A	Lochristi	http://www.proefbrouwerij.com	Available
't Kreukel	4Pajot Microbrouwerij	Witbier	6.5	24.0	Lembeek	http://www.4pajot.be/	Available
Mouette Comme Une Carpe	La Manufacture Urbaine	IPA	5.8	N/A	Charleroi	https://www.manufacture-urbaine.com/be/latable/	Available
Belgian Style HIPA	Van Steenberge	Blond (Belgian Ale)	6.1	N/A	Ertvelde	https://www.vansteenberge.com/nl	No longer in production
Black Gold Oak Barrel Stout	Bellevaux, Brasserie de	Imperial Stout	8.0	N/A	Malmedy	https://www.brasseriedebellevaux.be/nl/	Available
Blinker	Siphon Brewing	Saison	5.5	36.0	Damme	http://siphonbrewing.be/	No longer in production
Damme Nation	Siphon Brewing	IPA	7.0	62.0	Damme	http://siphonbrewing.be/	Available
Cassandra	Siphon Brewing	Stout	7.0	52.0	Damme	http://siphonbrewing.be/	Available
28 White Oak IPA	Brasserie28	IPA	5.5	20.0	Enghien	https://28brewery.com/	Available
28 Saison	Brasserie28	Saison	5.0	35.0	Enghien	https://28brewery.com/	No longer in production
Chimay Grande Réserve Barrel Aged	L'Abbaye N.D. de Scourmont - Chimay	Donker	10.0	N/A	Baileux	https://chimay.com/	No longer in production
Cuvée 1976	De Glazen Toren	Tripel	9.0	N/A	Erpe-Mere	http://www.glazentoren.be	No longer in production
De Waregemse BierFanaten Summer Beer	De Meester	IPA	7.2	N/A	Harelbeke-Stasegem	http://www.brouwerij-demeester.be/nl	
ForMi	Leroy	Blond (Belgian Ale)	6.5	N/A	Boezinge	https://www.leroybreweries.be/	Available
Full Of Hops White IPA	Het Nest	White IPA	5.0	65.0	Turnhout	https://www.brouwerijhetnest.be/nl/	No longer in production
VIBB	VIBB	Blond	4.5	N/A	Ninove	https://vibb.be/	No longer in production
Crystalstick Wild Blond	Crystalstick	Blond	8.5	38.0	Herne	https://crystalstick.beer	Available
Invaders of the Hoppaholic	Brasserie du Borinage	IPA	9.5	N/A	Boussu-Lez-Mons	https://brasserieduborinage.be/	
Crystalstick  Blond	Crystalstick	Blond	6.4	38.0	Herne	https://crystalstick.beer	Available
Noisy Pale Ale	No Science	IPA	6.0	60.0	Brussel	http://noscience.be	No longer in production
Ich bin ein Berliner Framboos	Alvinne	Berliner Weisse	4.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	Available
Ich Bin Ein Berliner Kriek	Alvinne	Berliner Weisse	4.5	N/A	Moen/Zwevegem 	https://www.alvinne.com/	No longer in production
St-Feuillien Cuvée de Noël	Saint-Feuillien	Winterbier	9.0	22.0	Le Roeulx	http://www.st-feuillien.com	No longer in production
Kolonel	Het Schietveld	Donker	7.7	N/A	Brecht 	http://www.schietveld.be	Available
La Cuvée de l’Horeca Lienne	Gilbert	Amber	6.5	N/A	Nadrin	http://www.brasseriegilbert.be	Available
Philomène Florale	Brasserie du Clocher	Belgische ale	5.5	16.0	MALONNE	http://brasserieduclocher.be	No longer in production
Pater Pitte Blond	Pater Pitte	Blond	8.0	N/A	Sint-Juliaan	https://paterpitte.be	Available
Pintenaer (2016 - ...)	Contreras	Belgische ale	6.2	N/A	Gavere	http://www.contreras.be	
Raes	Proefbrouwerij	Blond	8.0	55.0	Lochristi	http://www.proefbrouwerij.com	No longer in production
Red My Lips	Brussels Beer Project	IPA	4.7	35.0	Brussel	http://beerproject.be/?lang=nl	Available
Zeven Zonden Superbia	Hugel	Belgische ale	7.7	35.0	Kortrijk	http://www.hugel.be	No longer in production
The Butterfly	Het Nest	Bockbier amber	6.5	N/A	Turnhout	https://www.brouwerijhetnest.be/nl/	No longer in production
Tortuga Beer	Gengoulf	Belgische ale	6.1	10.0	Villers-devant-Orval	https://www.gengoulf.be/	Available
Little Italy	Brasserie du Borinage	Witbier	6.0	N/A	Boussu-Lez-Mons	https://brasserieduborinage.be/	Available
Testbrouwsel 04 Lost In Spice	De Koninck	Blond	6.2	18.0	Antwerpen	https://www.dekoninck.be/	Available
Wittekerke Wild	De Brabandere - voorheen Bavik	Zure ale	5.0	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	No longer in production
Zjubilieter	't Kroontje	Blond	6.5	N/A	Denderbelle	https://www.tkroontje.be/	Available
Zwarte Madam Blackout XXX	Warmenbol	Stout	9.3	38.0	Aartselaar	http://warmenbol.com	Available
Toeteler Blond	Den Toeteler	Blond	7.3	30.0	Hoeselt	https://www.toeteler.be/	Available
Max Mar Cel	Brasserie du Borinage	Grisette	6.0	N/A	Boussu-Lez-Mons	https://brasserieduborinage.be/	
Blote nek	Cydrale	Blond	4.8	18.0	ZANDVLIET	https://cydrale.wixsite.com/cydrale/over-cydrale	No longer in production
Mysticum Cosmic Ale	Bryggja	Blond	4.7	N/A	Moerkerke	http://www.bryggjabrewery.be/	Available
Rebelse Strop	Roman	Blond	6.9	33.0	Oudenaarde	https://www.roman.be/nl	Available
Vals Paterke Dubbel	't Drankorgel	Donker	7.0	N/A	Mol	http://www.tdrankorgel.be/	No longer in production
Rebelle Brett	't Kroontje	Zure ale	8.5	N/A	Denderbelle	https://www.tkroontje.be/	Available
KEUN Spéciale Goud	Keun	Tripel	9.0	N/A	Ronse	https://keun.be/	Available
KEUN Café Noir	Keun	Stout	10.0	N/A	Ronse	https://keun.be/	Available
Badfride Tripel	Hofbrouwerijke	Tripel	8.0	N/A	Beerzel	http://www.thofbrouwerijke.be	
Casteels Rozenbier	Hofbrouwerijke	Kruidenbier	7.2	N/A	Beerzel	http://www.thofbrouwerijke.be	
Donker Buurtje	Hofbrouwerijke	Donker	6.5	N/A	Beerzel	http://www.thofbrouwerijke.be	
Heikantse Bierliefhebbers ’t Verstotelingske	Hofbrouwerijke	Belgische ale	7.0	N/A	Beerzel	http://www.thofbrouwerijke.be	
Down Under	Den Triest	Pale ale	6.5	66.0	Kapelle o/d Bos	https://www.dentriest.be/	Available
Oaked Boecht van den afgrond	Hofbrouwerijke	Belgische ale	7.2	N/A	Beerzel	http://www.thofbrouwerijke.be	Available
Schoewever	Hofbrouwerijke	Belgische ale	6.5	N/A	Beerzel	http://www.thofbrouwerijke.be	Available
Colleke	Hofbrouwerijke	Tripel	8.5	14.0	Beerzel	http://www.thofbrouwerijke.be	Available
EhBier	Hofbrouwerijke	Belgische ale	6.2	N/A	Beerzel	http://www.thofbrouwerijke.be	Available
Hofbesje	Hofbrouwerijke	Fruitbier	5.7	N/A	Beerzel	http://www.thofbrouwerijke.be	No longer in production
Hofzaison	Hofbrouwerijke	Saison	5.5	N/A	Beerzel	http://www.thofbrouwerijke.be	No longer in production
